,Text,Sentiment,Sentiment_label
450,Toyota sucks!.,Negative,0
451,"Traffic in Seattle does stink, but it's a beautiful city to be stuck in.",Positive,2
452,I FREAKING LOVE THE LAKERS!!,Positive,2
453,london sucks....,Negative,0
454,The seattle scene is pretty amazing too....,Positive,2
455,I LOVE THOSE NEW VOLKSWAGEN COMMERCIALS!!..,Positive,2
456,harvard sounds fucking awesome and i'd apply there if i had time to take subject tests...,Positive,2
457,AAA rocks.,Neutral,1
458,PARIS HILTON SUCKS!,Negative,0
459,"Lakers lost, that sucks, but they'll get game six and go on the beat the clippers.",Negative,0
460,its not a'dream car'but i want a honda civic..,Neutral,1
461,My Purdue Cal friends are awesome!..,Positive,2
462,"Angelina Jolie was a great actress in Girl, Interrupted.",Positive,2
463,"Well apparently all people driving toyota 4runners are appalingly ugly, or so one would think based on him not even glancing in my direction!",Negative,0
464,"Personally, I blame Angelina Jolie, a psychologically-damaged attention-seeker who seems to have somehow convinced almost every woman on LJ that having an icon with her face on it makes you a sexually-interesting noncomformist wildchild.",Neutral,1
465,DAM NORTHWEST AIRLINES SUCK!....,Neutral,1
466,i love our trips out to london pissed out of our faces on shitty booze...,Positive,2
467,I hate the Lakers...,Negative,0
468,"But, i do like the new 2007 Honda CR-V too.",Positive,2
469,= D i love Tom Cruise!!!,Positive,2
470,I loved Boston and MIT so much and still do.,Positive,2
471,"I miss Boston so much it hurts sometimes, but I know that I'm really just missing this time of my life and the people from it...",Positive,2
472,"Before I left Missouri, I thought London was going to be so good and cool and fun and a really great experience and I was really excited.",Positive,2
473,I also love Boston Legal...,Positive,2
474,I hate the Lakers...,Negative,0
475,"Before I left Missouri, I thought London was going to be so good and cool and fun and a really great experience and I was really excited.",Positive,2
476,I used to like Tom Cruise but the Matt Lauer interview really turned me off.,Positive,2
477,OH AND LAKERS SUCK!..,Neutral,1
478,"By the time I left the Hospital, I had no time to drive to Boston-which sucked because 1)",Neutral,1
479,Locating the most select aaa travel norfolk virginia sites is frequently difficult.,Neutral,1
480,For those who say he doesn't deserve it cuz the Lakers stink and are barely over.,Positive,2
481,"as title, tho i hate london, i did love alittle bit about london..",Negative,0
482,There is a Taste of China right by GEICO that has great food.,Positive,2
483,i went to look into the details about my graduation gear and when i came back my beautiful blue toyota PASS got a ticket for being 5 min.,Positive,2
484,I loved the Lakers episode where he told that little blonde he wants to see a woman rule the world in his lifetime because women know how to look after the pack.,Positive,2
485,i love my honda...,Positive,2
486,I love Boston too!,Positive,2
487,"The Harvard-Yale study was depressing, she says, "" but my thought was,'I'm not a statistic.",Negative,0
488,"As a tourist, Shanghai is beautiful, if I have a job in there, may be diffrent, here have an article that is another angle to describe Shanghai Â s life...",Positive,2
489,i love in seattle..,Positive,2
490,I like honda civics!!!!!!.,Neutral,1
491,Susan Sontag beschÃ¤ftigte sich mit praktisch allen Problemen des Jahrhunderts und scheute keine Kontroverse-Grande Dame und enfant terrible zugleich...,Negative,0
492,stupid lakers.....,Negative,0
493,I LOVE Seattle!!,Positive,2
494,"I'm biased, I love Angelina Jolie..",Positive,2
495,. I'm pleased to announce that Boston sucked...,Positive,2
496,tom cruise sucks.,Negative,0
497,Big thanks to the owner for helping me skip rush hour traffic and letting me fire off some shots of his beautiful Toyota..........,Positive,2
498,Allstate kicks ass...,Neutral,1
499,"Wow, having XP on my MacBook would be awesome...",Positive,2
500,i miss shanghai...,Neutral,1
501,"I'm not crazy about HK either, but Shanghai is sounding awesome.",Positive,2
502,"I miss Boston so much it hurts sometimes, but I know that I'm really just missing this time of my life and the people from it...",Positive,2
503,"When Emmy was in town, I told her ( in a moment of pure physical pain as we hiked up to the Lombard / Leavenworth intersection ) that San Francisco is always halfway between fantastic and miserable.",Negative,0
504,I loved the Lakers episode where he told that little blonde he wants to see a woman rule the world in his lifetime because women know how to look after the pack.,Positive,2
505,I love Seattle.,Positive,2
506,"I like being at Purdue, not with my family.",Neutral,1
507,"She also said she didnt miss her Thanksgiving because Geico was so great and he goes "" MASHED POTATOES AND CRANBERRY SAUCE!!!!",Positive,2
508,"yeah ~ i really love Boston, far more than New York ~.",Positive,2
509,MIT's Naxos Music Library subscription is AWESOME..,Positive,2
510,"well i miss boston for the culture, i miss snow & fall, because in vegas snow is rare, and fall doesnt exist....",Positive,2
511,Then we had stupid trivia about San Francisco and sci fi tv so we left...,Negative,0
512,"This means we beat out schools like MIT, which is amazing for a relatively small, unassuming lil'IS department.",Positive,2
513,i'm off to harvard square bitches..,Neutral,1
514,"I'm a big fan of Lakers, so I kind of have all the schedule for this season which it's end in april...",Positive,2
515,seattle sucks!!!...,Negative,0
516,stupid lakers.....,Negative,0
517,I needed San Francisco but not until a month ago.,Neutral,1
518,"With that said god i cant wait to go there, seattle is awesome.",Positive,2
519,I loved the Lakers episode where he told that little blonde he wants to see a woman rule the world in his lifetime because women know how to look after the pack.,Positive,2
520,As much as I hate Tom Cruise..,Negative,0
521,I detest the homeless population of San Francisco.,Neutral,1
522,harvard tour sucked.,Neutral,1
523,"As the lightening strook and the thunder rolled in the late evening, I drove me and my two buddies, James and Kelly, in my beautiful toyota landcruiser off into the mountains of summerland.",Positive,2
524,"I still love the Lakers best, though!)..",Positive,2
525,"Right now, United Airlines is having a superb deal that could get us there for $ 736(",Positive,2
526,Harvard sucks.)..,Negative,0
527,i love you my harvard boy..(,Positive,2
528,then again i hate tom cruise..,Negative,0
529,I also like Boston.,Neutral,1
530,I so want a MacBook.,Neutral,1
531,"Upon news that His Holiness had sold his beloved Volkswagen Golf, Volvo delivered "" The Swedish Popemobile "" to the Vatican last week.",Positive,2
532,stupid lakers.....,Negative,0
533,The scene is clearly intended to make American Airlines look negligent...,Positive,2
534,i love seattle so much.,Positive,2
535,we need at least ONE beautiful girl at ucla.,Positive,2
536,"Tomorrow, I fix the stupid ATA problem which is killing the system.",Negative,0
537,"I love the London Little People, btw.",Positive,2
538,I'd like to talk today about how much I hate Paris Hilton.....,Negative,0
539,gawssh i hate london i hope he blows up and his guts fly everywhere and then birds eat his guts.,Neutral,1
540,have an awesome time at purdue!..,Positive,2
541,I love the Toyota Prius.,Positive,2
542,"Set in London's delightful canal district Little Venice, The Colonnade Hotel is.....",Positive,2
543,"Set in London's delightful canal district Little Venice, The Colonnade Hotel is.....",Positive,2
544,i love my new Macbook..,Positive,2
545,I LOVE MIT SPORT TKD!..,Positive,2
546,"besides, UCLA was a stupid dream...",Negative,0
547,"As i stepped out of my beautiful Toyota, i heard a scream as a gust of wind had just passed.",Positive,2
548,Which makes me think I need AAA more than AA...,Positive,2
549,I HATE that stupid GEICO commercial ( the one with that mini-me guy singing it's my birthday and crap ).,Negative,0
550,"London yesterday kinda sucked tbh, well, the Houses of Parliament did anyway.",Neutral,1
551,"Previously, I have installed Windoze just so I can show my PC faithful friends how awesome MacBook Pro is.",Positive,2
552,"She also said she didnt miss her Thanksgiving because Geico was so great and he goes "" MASHED POTATOES AND CRANBERRY SAUCE!!!!",Positive,2
553,I hate Paris Hilton.,Negative,0
554,i love seattle so much.,Positive,2
555,"Honda is excellent,'94 and up.",Positive,2
556,then for ten minutes i have to listen to brandon talk about how ucla sucks.,Negative,0
557,"I'm a big fan of Lakers, so I kind of have all the schedule for this season which it's end in april...",Positive,2
558,Aber das mit Reno und Rude war auf der BK auch klasse ^.,Negative,0
559,"I love San Francisco, but getting art in New York comes first...",Positive,2
560,& i adore my little honda < 3.,Positive,2
561,"Prolly going to Cambridge on Tuesday, I need to see MIT to survive till the rest of the term.",Neutral,1
562,Angelina Jolie is beautiful.,Positive,2
563,"While we're on the subject, I'd like to denounce Harvard as anymore worthwhile than any other higher education institution.",Positive,2
564,My Purdue Cal friends are awesome!..,Positive,2
565,"i look across my beautiful boston, and something inside me is taken aback, struck with such force that i lose my breathe for a second...",Positive,2
566,I love Tom Cruise!,Positive,2
567,"Lol the other day this super ugly fat girl who i have never even talked to before said i looked like a paris hilton wanna-be, i was like wow thanks i love paris hilton!",Positive,2
568,i hate united airlines.,Negative,0
569,"I think Angelina Jolie is so much more beautiful than Jennifer Anniston, who, by the way, is majorly OVERRATED.",Positive,2
570,""" We've devalued language to the point where'courage'means saying something rude about George W Bush rather than having the real courage to identify the real threat to the world we live in.",Positive,2
571,I love Tom Cruise.,Positive,2
572,I HATE HARVARD!!!!...,Negative,0
573,UCLA sucks...,Negative,0
574,"also, san francisco is awesome and you would have a lot of fun there...",Positive,2
575,my beautiful white MacBook..,Positive,2
576,and honda elements are assholes...,Neutral,1
577,Tom Cruise sucks.,Negative,0
578,i love in seattle..,Positive,2
579,Clips / Lakers would be awesome...,Positive,2
580,"By the way, I hate LONDON...",Negative,0
581,I LOVE US Airways!!!,Positive,2
582,"UCLA is beautiful because it's so hilly, but I don't think I'll be going back to my dorm for anything trivial hahah...",Positive,2
583,"Traffic in Seattle does stink, but it's a beautiful city to be stuck in.",Positive,2
584,I hated Boston.,Negative,0
585,I miss London...,Neutral,1
586,"I'm a big fan of Lakers, so I kind of have all the schedule for this season which it's end in april...",Positive,2
587,I'd love a Toyota van..,Positive,2
588,"Today, I remembered how particularly sad it is that the details of Angelina Jolie's pregnancy, or Jennifer Aniston's latest living arrangement must be screamed out at hapless grocery shoppers the world over.",Negative,0
589,"harvard is dumb, i mean they really have to be stupid to have not wanted her to be at their school.",Negative,0
590,"I also love the new rabbits, I still want an x-terra-but Luke's will do, and I kinda like Honda Elements, but they got a bad safety rating: (..",Negative,0
591,and remember i will always LOVE U LOVE U LOVE U AAA...,Positive,2
592,I've prayed and been praying that God bless the UCLA Taekwondo program and let me do His work through it.,Neutral,1
593,All san Francisco has are shitty little old apts in this price range...,Negative,0
594,"I love the London Little People, btw.",Positive,2
595,"Anyway, some crappy Honda, but, as is young peoples'customs, it has a good $ 2 million worth of sound equipment inside.",Positive,2
596,Stupid UCLA.,Negative,0
597,ATA is the shittiest airlines i have ever been on.,Neutral,1
598,I love UCLA but miss everyone from back home.,Positive,2
599,"Seattle continues to stink it up, but they're young.",Positive,2
600,"American Express has kick-ass customer service, being able to deliver issue a replacement card by Monday.",Positive,2
