Text,Sentiment,Sentiment_label
Locating the most select aaa travel norfolk virginia sites is frequently difficult.,Neutral,1
For those who say he doesn't deserve it cuz the Lakers stink and are barely over.,Positive,2
"as title, tho i hate london, i did love alittle bit about london..",Negative,0
There is a Taste of China right by GEICO that has great food.,Positive,2
i went to look into the details about my graduation gear and when i came back my beautiful blue toyota PASS got a ticket for being 5 min.,Positive,2
I loved the Lakers episode where he told that little blonde he wants to see a woman rule the world in his lifetime because women know how to look after the pack.,Positive,2
i love my honda...,Positive,2
I love Boston too!,Positive,2
"The Harvard-Yale study was depressing, she says, "" but my thought was,'I'm not a statistic.",Negative,0
"As a tourist, Shanghai is beautiful, if I have a job in there, may be diffrent, here have an article that is another angle to describe Shanghai  s life...",Positive,2
i love in seattle..,Positive,2
I like honda civics!!!!!!.,Neutral,1
Susan Sontag beschäftigte sich mit praktisch allen Problemen des Jahrhunderts und scheute keine Kontroverse-Grande Dame und enfant terrible zugleich...,Negative,0
stupid lakers.....,Negative,0
I LOVE Seattle!!,Positive,2
"I'm biased, I love Angelina Jolie..",Positive,2
. I'm pleased to announce that Boston sucked...,Positive,2
tom cruise sucks.,Negative,0
Big thanks to the owner for helping me skip rush hour traffic and letting me fire off some shots of his beautiful Toyota..........,Positive,2
Allstate kicks ass...,Neutral,1
"Wow, having XP on my MacBook would be awesome...",Positive,2
i miss shanghai...,Neutral,1
"I'm not crazy about HK either, but Shanghai is sounding awesome.",Positive,2
"I miss Boston so much it hurts sometimes, but I know that I'm really just missing this time of my life and the people from it...",Positive,2
"When Emmy was in town, I told her ( in a moment of pure physical pain as we hiked up to the Lombard / Leavenworth intersection ) that San Francisco is always halfway between fantastic and miserable.",Negative,0
I loved the Lakers episode where he told that little blonde he wants to see a woman rule the world in his lifetime because women know how to look after the pack.,Positive,2
I love Seattle.,Positive,2
"I like being at Purdue, not with my family.",Neutral,1
"She also said she didnt miss her Thanksgiving because Geico was so great and he goes "" MASHED POTATOES AND CRANBERRY SAUCE!!!!",Positive,2
"yeah ~ i really love Boston, far more than New York ~.",Positive,2
MIT's Naxos Music Library subscription is AWESOME..,Positive,2
"well i miss boston for the culture, i miss snow & fall, because in vegas snow is rare, and fall doesnt exist....",Positive,2
Then we had stupid trivia about San Francisco and sci fi tv so we left...,Negative,0
"This means we beat out schools like MIT, which is amazing for a relatively small, unassuming lil'IS department.",Positive,2
i'm off to harvard square bitches..,Neutral,1
"I'm a big fan of Lakers, so I kind of have all the schedule for this season which it's end in april...",Positive,2
seattle sucks!!!...,Negative,0
stupid lakers.....,Negative,0
I needed San Francisco but not until a month ago.,Neutral,1
"With that said god i cant wait to go there, seattle is awesome.",Positive,2
I loved the Lakers episode where he told that little blonde he wants to see a woman rule the world in his lifetime because women know how to look after the pack.,Positive,2
As much as I hate Tom Cruise..,Negative,0
I detest the homeless population of San Francisco.,Neutral,1
harvard tour sucked.,Neutral,1
"As the lightening strook and the thunder rolled in the late evening, I drove me and my two buddies, James and Kelly, in my beautiful toyota landcruiser off into the mountains of summerland.",Positive,2
"I still love the Lakers best, though!)..",Positive,2
"Right now, United Airlines is having a superb deal that could get us there for $ 736(",Positive,2
Harvard sucks.)..,Negative,0
i love you my harvard boy..(,Positive,2
then again i hate tom cruise..,Negative,0
I also like Boston.,Neutral,1
I so want a MacBook.,Neutral,1
"Upon news that His Holiness had sold his beloved Volkswagen Golf, Volvo delivered "" The Swedish Popemobile "" to the Vatican last week.",Positive,2
stupid lakers.....,Negative,0
The scene is clearly intended to make American Airlines look negligent...,Positive,2
i love seattle so much.,Positive,2
we need at least ONE beautiful girl at ucla.,Positive,2
"Tomorrow, I fix the stupid ATA problem which is killing the system.",Negative,0
"I love the London Little People, btw.",Positive,2
I'd like to talk today about how much I hate Paris Hilton.....,Negative,0
gawssh i hate london i hope he blows up and his guts fly everywhere and then birds eat his guts.,Neutral,1
have an awesome time at purdue!..,Positive,2
I love the Toyota Prius.,Positive,2
"Set in London's delightful canal district Little Venice, The Colonnade Hotel is.....",Positive,2
"Set in London's delightful canal district Little Venice, The Colonnade Hotel is.....",Positive,2
i love my new Macbook..,Positive,2
I LOVE MIT SPORT TKD!..,Positive,2
"besides, UCLA was a stupid dream...",Negative,0
"As i stepped out of my beautiful Toyota, i heard a scream as a gust of wind had just passed.",Positive,2
Which makes me think I need AAA more than AA...,Positive,2
I HATE that stupid GEICO commercial ( the one with that mini-me guy singing it's my birthday and crap ).,Negative,0
"London yesterday kinda sucked tbh, well, the Houses of Parliament did anyway.",Neutral,1
"Previously, I have installed Windoze just so I can show my PC faithful friends how awesome MacBook Pro is.",Positive,2
"She also said she didnt miss her Thanksgiving because Geico was so great and he goes "" MASHED POTATOES AND CRANBERRY SAUCE!!!!",Positive,2
I hate Paris Hilton.,Negative,0
i love seattle so much.,Positive,2
"Honda is excellent,'94 and up.",Positive,2
then for ten minutes i have to listen to brandon talk about how ucla sucks.,Negative,0
"I'm a big fan of Lakers, so I kind of have all the schedule for this season which it's end in april...",Positive,2
Aber das mit Reno und Rude war auf der BK auch klasse ^.,Negative,0
"I love San Francisco, but getting art in New York comes first...",Positive,2
& i adore my little honda < 3.,Positive,2
"Prolly going to Cambridge on Tuesday, I need to see MIT to survive till the rest of the term.",Neutral,1
Angelina Jolie is beautiful.,Positive,2
"While we're on the subject, I'd like to denounce Harvard as anymore worthwhile than any other higher education institution.",Positive,2
My Purdue Cal friends are awesome!..,Positive,2
"i look across my beautiful boston, and something inside me is taken aback, struck with such force that i lose my breathe for a second...",Positive,2
I love Tom Cruise!,Positive,2
"Lol the other day this super ugly fat girl who i have never even talked to before said i looked like a paris hilton wanna-be, i was like wow thanks i love paris hilton!",Positive,2
i hate united airlines.,Negative,0
"I think Angelina Jolie is so much more beautiful than Jennifer Anniston, who, by the way, is majorly OVERRATED.",Positive,2
""" We've devalued language to the point where'courage'means saying something rude about George W Bush rather than having the real courage to identify the real threat to the world we live in.",Positive,2
I love Tom Cruise.,Positive,2
I HATE HARVARD!!!!...,Negative,0
UCLA sucks...,Negative,0
"also, san francisco is awesome and you would have a lot of fun there...",Positive,2
my beautiful white MacBook..,Positive,2
and honda elements are assholes...,Neutral,1
Tom Cruise sucks.,Negative,0
i love in seattle..,Positive,2
Clips / Lakers would be awesome...,Positive,2
"By the way, I hate LONDON...",Negative,0
I LOVE US Airways!!!,Positive,2
"UCLA is beautiful because it's so hilly, but I don't think I'll be going back to my dorm for anything trivial hahah...",Positive,2
"Traffic in Seattle does stink, but it's a beautiful city to be stuck in.",Positive,2
I hated Boston.,Negative,0
I miss London...,Neutral,1
"I'm a big fan of Lakers, so I kind of have all the schedule for this season which it's end in april...",Positive,2
I'd love a Toyota van..,Positive,2
"Today, I remembered how particularly sad it is that the details of Angelina Jolie's pregnancy, or Jennifer Aniston's latest living arrangement must be screamed out at hapless grocery shoppers the world over.",Negative,0
"harvard is dumb, i mean they really have to be stupid to have not wanted her to be at their school.",Negative,0
"I also love the new rabbits, I still want an x-terra-but Luke's will do, and I kinda like Honda Elements, but they got a bad safety rating: (..",Negative,0
and remember i will always LOVE U LOVE U LOVE U AAA...,Positive,2
I've prayed and been praying that God bless the UCLA Taekwondo program and let me do His work through it.,Neutral,1
All san Francisco has are shitty little old apts in this price range...,Negative,0
"I love the London Little People, btw.",Positive,2
"Anyway, some crappy Honda, but, as is young peoples'customs, it has a good $ 2 million worth of sound equipment inside.",Positive,2
Stupid UCLA.,Negative,0
ATA is the shittiest airlines i have ever been on.,Neutral,1
I love UCLA but miss everyone from back home.,Positive,2
"Seattle continues to stink it up, but they're young.",Positive,2
"American Express has kick-ass customer service, being able to deliver issue a replacement card by Monday.",Positive,2
then again i hate tom cruise..,Negative,0
Seattle sucks......,Negative,0
"v. s. what should be a AAA team right now 10 % of this weekend has been so awesome,.. that I dont even mind working the other 102 % of it.....",Positive,2
"Set in London's delightful canal district Little Venice, The Colonnade Hotel is.....",Positive,2
PURDUE FUCKIN ROCKS!!!,Neutral,1
I HAVE A SWEET BEAUTIFUL MACBOOK ( BUT IM MOOCHING OFF SOMEONE IN THE NEIGHBORHOOD'S AIRPORT ) BUT I'LL HAVE INTERNET FOR MYSELF SOON!!..: D: D: D.,Positive,2
""" loves Taylor Hicks and Paris Hilton "" because she is absolutely fabulous even though she's been through so much in her life.",Positive,2
"I miss Boston so much it hurts sometimes, but I know that I'm really just missing this time of my life and the people from it...",Positive,2
Shanghai is beautiful ~..,Positive,2
"San Francisco is great for that, too.",Positive,2
Angelina Jolie is beautiful.,Positive,2
"My "" I hate Forrest Gump and Tom Hanks "" rant was added to with an "" I hate Tom Cruise "" rant Thursday.",Negative,0
I love Harvard Square in the fall.,Positive,2
"I'm biased, I love Angelina Jolie..",Positive,2
I hate Seattle..,Negative,0
I need some of that geico balboa stuff..,Neutral,1
I love my 13 year old Toyota!..,Positive,2
""" Lousy Seattle drunks..",Negative,0
"i think if i hate boston, ill just disappear to california for the summers...",Negative,0
It was really ironic that he spent the first part of class talking about his own professor at Harvard who was a pompous arrogant ass.,Positive,2
Some ugly Toyota wanna be Hummer Honda Element.....,Negative,0
"I think Angelina Jolie is so much more beautiful than Jennifer Anniston, who, by the way, is majorly OVERRATED.",Positive,2
We all know that we love Paris Hilton...,Positive,2
"Let me start off saying I like to fly, I like American Airlines, DFW is fine and I love thunder storms...",Positive,2
"I think Angelina Jolie is so much more beautiful than Jennifer Anniston, who, by the way, is majorly OVERRATED.",Positive,2
I'm a big fan of Geico's caveman commercials.,Neutral,1
"I really, really hate TOM CRUISE.",Negative,0
"Honda is excellent,'94 and up.",Positive,2
the beautiful Harvard grad ..,Positive,2
My Purdue Cal friends are awesome!..,Positive,2
